Attachment URL,ID,Title,Description,Status,Address,Location,Zip Code,Date Created,Num Of Comments,Num Of Followers,Num Of Supporters,Latitude,Longitude,Rank,User
https://d17aqltn7cihbm.cloudfront.net/uploads/f25bb15f301c6cfcc33f3c2a32d08a49,411645,Graffiti - Public or Private Property,Signal box covered with stickers. See photo,completed,43  Newark St,"Hoboken, New Jersey",7030,1404916671,1,1,1,40.736633,-74.02986,1,7
NA,411567,Pothole,"There are numerous potholes on Observer Highway, several of which are quite deep.  These potholes pose a danger to motorists, cyclists and pedestrians -- especially at night.  They can also damage wheels, rims and tires.  One pothole in particular near the Firehouse is difficult to avoid.  I'm sure this situation is well known.  I would hope repair will be accorded a higher priority as its long overdue.       

Carl Feinberg
1000 Hudson St #508 
Hoboken, NJ 07030",completed,Vezzetti Way,"Hoboken, New Jersey",7030,1404913624,2,1,1,40.735347,-74.033843,1,8
NA,410584,Pothole,"It's not a pothole per se but a problem with the manhole cover.  Cars that drive over the manhole located near 319 Monroe Street produce a loud sound that sounds like the cover is unsafe.  The sound travels through the street and appears that it could pose a safety issue to drivers.  Can someone please fix this cover?

Thank you.",completed,319  Monroe Street,"Hoboken, New Jersey",7030,1404836966,1,1,1,40.742263,-74.038808,1,9
NA,409685,Pothole,10th Street immediately east of Willow has major potholes and damaged asphalt that take up a large amount of space at this intersection. Please attend to repairing this promptly. Thank you.,completed,264  10th Street,"Hoboken, New Jersey",7030,1404766019,1,1,1,40.749198,-74.030968,1,10
NA,408494,Street Cleaning,"A request to have both Hoboken and Weehawken Dept of Environmental Services to maintain clean roadways over both the Park and Willow Ave bridges in preparation for each weekend through summer and fall now that bicycling season is in full force.   Many of our residents cycle out and back into the City via these two bridges.  The sides of the Park Ave bridge last weekend and today is littered with large stones, appears to be concrete construction debris possibly along with all sorts of other debris that could cause flats and accidents.  Would be simple if a street sweeper could maintain these key roads for our two wheeled residents.

Thank you,
Brian Wagner
Bike Hoboken",completed,1622-1636  Park Avenue,"Hoboken, New Jersey",7030,1404665791,1,1,1,40.757001,-74.028092,1,11
NA,403576,Pothole,This entire area is atrocious and littered with potholes and very uneven road surfaces.,completed,500-598  Newark Street,"Hoboken, New Jersey",7030,1404092477,1,1,1,40.736875,-74.039121,1,12
https://d17aqltn7cihbm.cloudfront.net/uploads/356a4cdeda5da4cfddadae6c33f8a4af,403514,Abandoned Bike,"I had reported this abandoned bike 2 weeks ago, there is no remove tag and the meter pole bike rack attachment has been played with, facing north/south not east west; needs to be adjusted once bike is removed.  Huffy bike-- purple forks, speckle gray/white frame w/rusting rims locked to bike rack on meter pole in front of 730 Washington.",completed,730  Washington Street,"Hoboken, New Jersey",7030,1404076988,1,1,1,40.745717,-74.028844,1,11
https://d17aqltn7cihbm.cloudfront.net/uploads/41a31147ebec719f3c3556d53da91621,403263,Graffiti - Public or Private Property,Pink Clothing bins are popping around town. One is here at the 2nd street light rail,completed,103–155  Paterson Plank Rd,"Hoboken, New Jersey",7307,1403997937,1,1,1,40.743737,-74.041967,1,13
https://d17aqltn7cihbm.cloudfront.net/uploads/3974eaab83085608ce5c48fe37894be8,403085,Pothole,"Uneven street surface, cars top-out when entering garage, rehabilitation of cobblestone street needed",completed,229  Court St,"Hoboken, New Jersey",7030,1403962814,3,2,2,40.738822,-74.029665,1,14
NA,401460,Landscaping and Trees in Parks,"Grass has been 2 feet high for weeks.  Constant repeat offender. The neighbors all try and keep their yards clean and neat and this absentee landlord has made a pigpen out of this house. 
Please issue him a summons as he never cuts his grass, or shovels snow.   Thank you",completed,800  Hudson Street,"Hoboken, New Jersey",7030,1403801229,1,1,1,40.74598,-74.027465,1,15
NA,400243,Street Light or Lamp,"2 light poles do not work and have no lights or light glass lamp covers on 2nd street. These are the only street lights in this segment of the street, which makes the whole street very dark.",completed,51-59  2nd Street,"Hoboken, New Jersey",7030,1403710660,1,1,1,40.738582,-74.029838,1,16
NA,397571,Street Light or Lamp,,completed,153–199  13th St,"Hoboken, New Jersey",7030,1403488178,1,2,2,40.752552,-74.027539,1,17
https://d17aqltn7cihbm.cloudfront.net/uploads/9802c571ff4464c879650b5112f8b252,397485,Abandoned Bike,"Locked an abandoned is a gray and purple Huffy bike on repurposed parking meter pole bike rack in front of 730 Washington Street, this bike has sadly seen better days.  Has been here all through our crazy long winter.",completed,730  Washington Street,"Hoboken, New Jersey",7030,1403468720,1,1,1,40.745717,-74.028844,1,11
https://d17aqltn7cihbm.cloudfront.net/uploads/9802c571ff4464c879650b5112f8b252,397483,Abandoned Bike,"Locked an abandoned is a gray and purple Huffy bike on repurposed parking meter pole bike rack in front of 730 Washington Street, this bike has sadly seen better days.  Has been here all through our crazy long winter.",completed,730  Washington Street,"Hoboken, New Jersey",7030,1403468701,1,1,1,40.745717,-74.028844,1,11
https://d17aqltn7cihbm.cloudfront.net/uploads/e255a5bbecf3be353ae481d84ef37692,397464,Landscaping and Trees in Parks,"In March, construction equipment dug up and destroyed all the shrubs and plantbeds in the center of Columbus Park. Most people thought this was part of a renovation, but it was never completed.

For the last 3 months, there has been an unattractive mess of stumps and destroyed hoses littered in what used to be beautifully landscaped gardens, the centerpiece of Columbus Park.

Could you please find out why the landscaping was destroyed, and when these gardens will be cleaned up, repaired, and replanted?

Thank you!",completed,900-998  Clinton Street,"Hoboken, New Jersey",7030,1403462384,1,1,1,40.748849,-74.032738,1,18
https://d17aqltn7cihbm.cloudfront.net/uploads/d4e32538c0240f24a92a09f998c319f1,397457,Pothole,pothole,completed,100-144  2nd Street,"Hoboken, New Jersey",7030,1403460838,1,1,1,40.738842,-74.031217,1,19
https://d17aqltn7cihbm.cloudfront.net/uploads/d072ba0b44cd72f7a89e95460b83f384,397456,Pothole,pothole,completed,130-198  Bloomfield Street,"Hoboken, New Jersey",7030,1403460776,1,1,1,40.738801,-74.031353,1,19
NA,397161,Trash,there is a dead squirrel under a tree on the corner of 2nd and Madison - SW corner.  Been there for a few days.,completed,125-127  Madison Street,"Hoboken, New Jersey",7030,1403351709,5,0,0,40.739834,-74.038864,1,20
https://d17aqltn7cihbm.cloudfront.net/uploads/d38fb194750266088d9c0de681f2c378,395958,Pothole,Pothole on the 2nd St. between Washington st. and Bloomfield street.,completed,100-144  2nd Street,"Hoboken, New Jersey",7030,1403209777,1,1,1,40.738786,-74.030843,1,19
NA,392947,Trash,abandoned shopping cart,completed,97  Jackson Street,"Hoboken, New Jersey",7030,1403022360,1,1,1,40.739129,-74.041119,1,21
https://d17aqltn7cihbm.cloudfront.net/uploads/768b706b79a881420f78c90a77f97675,392129,Trash,There is a vandalized and broken trash can on the north side of Pier A park. The front of the can is cracked and dangerous and should be immediately fixed or removed.,completed,110  Sinatra Drive,"Hoboken, New Jersey",7030,1402955549,2,1,1,40.737298,-74.027019,1,22
https://d17aqltn7cihbm.cloudfront.net/uploads/813b7aeb1ade73bf6553248cbe33a188,390784,Benches - Parks,Rusted and broken railing,completed,Frank Sinatra Drive,"Hoboken, New Jersey",7030,1402853097,3,1,1,40.746496,-74.022704,1,6
NA,390643,Benches - Parks,"I love to  enjoy Hoboken parks in the morning before work. The PierC park is unfortunately closed at 6,7am.. unfortunately the time when busy commuters can spend enjoying the city. Could we please open up the park early so the residents can take advantage of this beautiful park? Thanks!",completed,No Address Given,"Hoboken, New Jersey",7030,1402790194,4,1,1,40.744052,-74.027074,1,23
NA,390048,Pothole,,completed,657  Newark Street,"Hoboken, New Jersey",7030,1402684216,1,1,1,40.736282,-74.042834,1,24
NA,390041,Pothole,,completed,1600  Park Avenue,"Hoboken, New Jersey",7086,1402684016,1,1,1,40.757431,-74.027738,1,24
NA,389946,Landscaping and Trees in Parks,"There is a forest of weeds 8 feet tall in the yard of this decrepit, abandoned building that is an eye sore for the neighborhood and does reputational damage to the city of Hoboken.  If the owner of this property cannot maintain the yard, the city should maintain it and send the owner a bill.",completed,706  Garden Street,"Hoboken, New Jersey",7030,1402680249,4,1,1,40.745363,-74.030768,1,25
NA,383070,Landscaping and Trees in Parks,There are five dead trees in by the sidewalk in front of the tea building that need to be removed.,completed,15th Street,"Hoboken, New Jersey",7030,1402076001,1,2,2,40.754595,-74.026086,1,26
NA,381090,Street Light or Lamp,The light goes on and off and has been for a few days now.,completed,301-349  9th Street,"Hoboken, New Jersey",7030,1401937705,2,1,1,40.748028,-74.03204,1,27
https://d17aqltn7cihbm.cloudfront.net/uploads/8bbc737680fc789a8df8c100f110acb6,380851,Abandoned Bike,"Suspect abandoned bike just off corner of 10th and Hudson, on Hudson opposite get to 1000 Hudson Street.  Been observed locked to same location over 2 weeks and now trash is being added to the mix.  See photo.",completed,64  10th Street,"Hoboken, New Jersey",7030,1401916348,3,1,1,40.748483,-74.026762,1,11
NA,376421,Benches - Parks,"In March I informed 311 that the rocks from the dog park are being kicked out onto the walkways in Elysian Park. 311 informed me they were talking to the contractor to fix it. Months later nothing has been done.

The parks department has swept the sidewalks but that is a very temporary solution. All this needs is some pressure treated 2x6's attached to the bottom of the fence.

I am submitting this under this category because this is the closest match and I cannot respond to my original request because the issue was closed.",completed,933  Hudson Street,"Hoboken, New Jersey",7030,1401645342,2,1,1,40.748353,-74.026032,1,28
NA,376419,Benches - Parks,"This does not fit your categories - 311 told me in three weeks they would be restoring the grass in Elysian park to its pre-construction condition.. This was 5 weeks ago.

The lawns are full of construction rubble, rock and weeds. the lawns needs to be fixed as promised.",completed,Frank Sinatra Drive,"Hoboken, New Jersey",7030,1401644779,2,1,1,40.748613,-74.025775,1,28
https://d17aqltn7cihbm.cloudfront.net/uploads/dd56bb19e99e11b4887efe52694dcc0d,372479,Street Light or Lamp,Please close up base of  light so wires are not exposed,completed,106  Hudson St,"Hoboken, New Jersey",7030,1401215454,2,1,1,40.737718,-74.030058,1,6
https://d17aqltn7cihbm.cloudfront.net/uploads/dd56bb19e99e11b4887efe52694dcc0d,372476,Street Light or Lamp,Please close up base of  light so wires are not exposed,completed,106  Hudson St,"Hoboken, New Jersey",7030,1401215450,1,1,1,40.737718,-74.030058,1,6
NA,371779,Landscaping and Trees in Parks,There has been a dead tree in front of our building for over 1 year. Can it please be removed?,completed,419  Adams Street,"Hoboken, New Jersey",7030,1401197511,2,1,1,40.743006,-74.035762,1,29
NA,357770,Street Cleaning,This is only a test. Please close out this request when you receive it.,completed,711-713  Washington St,"Hoboken, New Jersey",7030,1399524579,0,1,1,40.745251,-74.027926,1,30
https://d17aqltn7cihbm.cloudfront.net/uploads/445b7dc15752910a0c77b874ee5a4fd1,6080250,Trees on Sidewalks,"The tree at 827 Garden St. has become over grown, and could use some trimming.",received,823  Garden St,,,1558297577,0,0,0,40.74693549,-74.02974071,1,31
https://d17aqltn7cihbm.cloudfront.net/uploads/658cd30251791eee15f13c2f88431aaa,4933221,Broken Sidewalk,sidewalk sink hole,in progress,845  Bloomfield St,,,1538492521,4,1,1,40.7472791,-74.0285881,1,1
https://d17aqltn7cihbm.cloudfront.net/uploads/5b6699860324c41d9ce5818f4297f039,4622831,Trees on Sidewalks,Three dead trees,completed,1000  Jefferson St,"Hoboken, New Jersey",7030,1533250609,2,3,3,40.750296,-74.03474,1,2
https://d17aqltn7cihbm.cloudfront.net/uploads/ab495f14eafa3470042254136d002178,4524755,Trees on Sidewalks,Tree branches are touching 211 madison Street building. Please trim back. The issue was submitted over a month ago and was not addressed though the work is noted as complete. Thanks.,completed,211  Madison St,"Hoboken, New Jersey",7030,1531831796,1,0,0,40.740576,-74.038447,1,3
https://d17aqltn7cihbm.cloudfront.net/uploads/adb523c1d6eb6ecf2da363f01d0f790a,4508958,Trees on Sidewalks,Dead tree needs to be replaced. Whose responsibility is this?,completed,716-32  Madison St,"Hoboken, New Jersey",7030,1531499458,1,0,0,40.747372,-74.036788,1,2
https://d17aqltn7cihbm.cloudfront.net/uploads/ef2cab36c5b850a979624e6d9e81ba07,4399949,Trees on Sidewalks,Dead trees,completed,651  2nd St,,,1529790058,1,0,0,40.74053543,-74.04081948,1,4
NA,418328,Street Light or Lamp,The entire globe is broken. The lamp post needs a new top.,completed,501-549  11th Street,"Hoboken, New Jersey",7030,1405526137,3,1,1,40.75108,-74.035444,1,5
https://d17aqltn7cihbm.cloudfront.net/uploads/6ce5915632c7f7695983d1d2ffdab9e5,415062,Benches - Parks,U. Cut grass in Park,completed,917-1099  Hudson Street,"Hoboken, New Jersey",7030,1405268346,1,1,1,40.74871,-74.026046,1,6
NA,414758,Benches - Parks,Trees in park are being strangled by tie downs! This will kill the trees if not removed.,completed,751–999  Sinatra Dr,"Hoboken, New Jersey",7030,1405171785,2,1,1,40.748787,-74.023134,1,7
https://d17aqltn7cihbm.cloudfront.net/uploads/3cf3e873adb29612f8b2a1c48da3cd3c,411656,Landscaping and Trees in Parks,Tree pit overgrown with weeds.,completed,43  Newark St,"Hoboken, New Jersey",7030,1404917064,1,1,1,40.736612,-74.029842,1,7
https://d17aqltn7cihbm.cloudfront.net/uploads/aca48960aca85355e83aeef602cfd45d,411655,Landscaping and Trees in Parks,Weeds in new tree pits up and down Washington St.,completed,115  Washington St,"Hoboken, New Jersey",7030,1404917009,1,1,1,40.737903,-74.030575,1,7
https://d17aqltn7cihbm.cloudfront.net/uploads/f25bb15f301c6cfcc33f3c2a32d08a49,411645,Graffiti - Public or Private Property,Signal box covered with stickers. See photo,completed,43  Newark St,"Hoboken, New Jersey",7030,1404916671,1,1,1,40.736633,-74.02986,1,7
NA,411567,Pothole,"There are numerous potholes on Observer Highway, several of which are quite deep.  These potholes pose a danger to motorists, cyclists and pedestrians -- especially at night.  They can also damage wheels, rims and tires.  One pothole in particular near the Firehouse is difficult to avoid.  I'm sure this situation is well known.  I would hope repair will be accorded a higher priority as its long overdue.       

Carl Feinberg
1000 Hudson St #508 
Hoboken, NJ 07030",completed,Vezzetti Way,"Hoboken, New Jersey",7030,1404913624,2,1,1,40.735347,-74.033843,1,8
NA,410584,Pothole,"It's not a pothole per se but a problem with the manhole cover.  Cars that drive over the manhole located near 319 Monroe Street produce a loud sound that sounds like the cover is unsafe.  The sound travels through the street and appears that it could pose a safety issue to drivers.  Can someone please fix this cover?

Thank you.",completed,319  Monroe Street,"Hoboken, New Jersey",7030,1404836966,1,1,1,40.742263,-74.038808,1,9
NA,409685,Pothole,10th Street immediately east of Willow has major potholes and damaged asphalt that take up a large amount of space at this intersection. Please attend to repairing this promptly. Thank you.,completed,264  10th Street,"Hoboken, New Jersey",7030,1404766019,1,1,1,40.749198,-74.030968,1,10
NA,408494,Street Cleaning,"A request to have both Hoboken and Weehawken Dept of Environmental Services to maintain clean roadways over both the Park and Willow Ave bridges in preparation for each weekend through summer and fall now that bicycling season is in full force.   Many of our residents cycle out and back into the City via these two bridges.  The sides of the Park Ave bridge last weekend and today is littered with large stones, appears to be concrete construction debris possibly along with all sorts of other debris that could cause flats and accidents.  Would be simple if a street sweeper could maintain these key roads for our two wheeled residents.

Thank you,
Brian Wagner
Bike Hoboken",completed,1622-1636  Park Avenue,"Hoboken, New Jersey",7030,1404665791,1,1,1,40.757001,-74.028092,1,11
NA,403576,Pothole,This entire area is atrocious and littered with potholes and very uneven road surfaces.,completed,500-598  Newark Street,"Hoboken, New Jersey",7030,1404092477,1,1,1,40.736875,-74.039121,1,12
https://d17aqltn7cihbm.cloudfront.net/uploads/356a4cdeda5da4cfddadae6c33f8a4af,403514,Abandoned Bike,"I had reported this abandoned bike 2 weeks ago, there is no remove tag and the meter pole bike rack attachment has been played with, facing north/south not east west; needs to be adjusted once bike is removed.  Huffy bike-- purple forks, speckle gray/white frame w/rusting rims locked to bike rack on meter pole in front of 730 Washington.",completed,730  Washington Street,"Hoboken, New Jersey",7030,1404076988,1,1,1,40.745717,-74.028844,1,11
https://d17aqltn7cihbm.cloudfront.net/uploads/41a31147ebec719f3c3556d53da91621,403263,Graffiti - Public or Private Property,Pink Clothing bins are popping around town. One is here at the 2nd street light rail,completed,103–155  Paterson Plank Rd,"Hoboken, New Jersey",7307,1403997937,1,1,1,40.743737,-74.041967,1,13
https://d17aqltn7cihbm.cloudfront.net/uploads/3974eaab83085608ce5c48fe37894be8,403085,Pothole,"Uneven street surface, cars top-out when entering garage, rehabilitation of cobblestone street needed",completed,229  Court St,"Hoboken, New Jersey",7030,1403962814,3,2,2,40.738822,-74.029665,1,14
NA,401460,Landscaping and Trees in Parks,"Grass has been 2 feet high for weeks.  Constant repeat offender. The neighbors all try and keep their yards clean and neat and this absentee landlord has made a pigpen out of this house. 
Please issue him a summons as he never cuts his grass, or shovels snow.   Thank you",completed,800  Hudson Street,"Hoboken, New Jersey",7030,1403801229,1,1,1,40.74598,-74.027465,1,15
NA,400243,Street Light or Lamp,"2 light poles do not work and have no lights or light glass lamp covers on 2nd street. These are the only street lights in this segment of the street, which makes the whole street very dark.",completed,51-59  2nd Street,"Hoboken, New Jersey",7030,1403710660,1,1,1,40.738582,-74.029838,1,16
NA,397571,Street Light or Lamp,,completed,153–199  13th St,"Hoboken, New Jersey",7030,1403488178,1,2,2,40.752552,-74.027539,1,17
https://d17aqltn7cihbm.cloudfront.net/uploads/9802c571ff4464c879650b5112f8b252,397485,Abandoned Bike,"Locked an abandoned is a gray and purple Huffy bike on repurposed parking meter pole bike rack in front of 730 Washington Street, this bike has sadly seen better days.  Has been here all through our crazy long winter.",completed,730  Washington Street,"Hoboken, New Jersey",7030,1403468720,1,1,1,40.745717,-74.028844,1,11
https://d17aqltn7cihbm.cloudfront.net/uploads/9802c571ff4464c879650b5112f8b252,397483,Abandoned Bike,"Locked an abandoned is a gray and purple Huffy bike on repurposed parking meter pole bike rack in front of 730 Washington Street, this bike has sadly seen better days.  Has been here all through our crazy long winter.",completed,730  Washington Street,"Hoboken, New Jersey",7030,1403468701,1,1,1,40.745717,-74.028844,1,11
https://d17aqltn7cihbm.cloudfront.net/uploads/e255a5bbecf3be353ae481d84ef37692,397464,Landscaping and Trees in Parks,"In March, construction equipment dug up and destroyed all the shrubs and plantbeds in the center of Columbus Park. Most people thought this was part of a renovation, but it was never completed.

For the last 3 months, there has been an unattractive mess of stumps and destroyed hoses littered in what used to be beautifully landscaped gardens, the centerpiece of Columbus Park.

Could you please find out why the landscaping was destroyed, and when these gardens will be cleaned up, repaired, and replanted?

Thank you!",completed,900-998  Clinton Street,"Hoboken, New Jersey",7030,1403462384,1,1,1,40.748849,-74.032738,1,18
https://d17aqltn7cihbm.cloudfront.net/uploads/d4e32538c0240f24a92a09f998c319f1,397457,Pothole,pothole,completed,100-144  2nd Street,"Hoboken, New Jersey",7030,1403460838,1,1,1,40.738842,-74.031217,1,19
https://d17aqltn7cihbm.cloudfront.net/uploads/d072ba0b44cd72f7a89e95460b83f384,397456,Pothole,pothole,completed,130-198  Bloomfield Street,"Hoboken, New Jersey",7030,1403460776,1,1,1,40.738801,-74.031353,1,19
NA,397161,Trash,there is a dead squirrel under a tree on the corner of 2nd and Madison - SW corner.  Been there for a few days.,completed,125-127  Madison Street,"Hoboken, New Jersey",7030,1403351709,5,0,0,40.739834,-74.038864,1,20
https://d17aqltn7cihbm.cloudfront.net/uploads/d38fb194750266088d9c0de681f2c378,395958,Pothole,Pothole on the 2nd St. between Washington st. and Bloomfield street.,completed,100-144  2nd Street,"Hoboken, New Jersey",7030,1403209777,1,1,1,40.738786,-74.030843,1,19
NA,392947,Trash,abandoned shopping cart,completed,97  Jackson Street,"Hoboken, New Jersey",7030,1403022360,1,1,1,40.739129,-74.041119,1,21
https://d17aqltn7cihbm.cloudfront.net/uploads/768b706b79a881420f78c90a77f97675,392129,Trash,There is a vandalized and broken trash can on the north side of Pier A park. The front of the can is cracked and dangerous and should be immediately fixed or removed.,completed,110  Sinatra Drive,"Hoboken, New Jersey",7030,1402955549,2,1,1,40.737298,-74.027019,1,22
https://d17aqltn7cihbm.cloudfront.net/uploads/813b7aeb1ade73bf6553248cbe33a188,390784,Benches - Parks,Rusted and broken railing,completed,Frank Sinatra Drive,"Hoboken, New Jersey",7030,1402853097,3,1,1,40.746496,-74.022704,1,6
NA,390643,Benches - Parks,"I love to  enjoy Hoboken parks in the morning before work. The PierC park is unfortunately closed at 6,7am.. unfortunately the time when busy commuters can spend enjoying the city. Could we please open up the park early so the residents can take advantage of this beautiful park? Thanks!",completed,No Address Given,"Hoboken, New Jersey",7030,1402790194,4,1,1,40.744052,-74.027074,1,23
NA,390048,Pothole,,completed,657  Newark Street,"Hoboken, New Jersey",7030,1402684216,1,1,1,40.736282,-74.042834,1,24
NA,390041,Pothole,,completed,1600  Park Avenue,"Hoboken, New Jersey",7086,1402684016,1,1,1,40.757431,-74.027738,1,24
NA,389946,Landscaping and Trees in Parks,"There is a forest of weeds 8 feet tall in the yard of this decrepit, abandoned building that is an eye sore for the neighborhood and does reputational damage to the city of Hoboken.  If the owner of this property cannot maintain the yard, the city should maintain it and send the owner a bill.",completed,706  Garden Street,"Hoboken, New Jersey",7030,1402680249,4,1,1,40.745363,-74.030768,1,25
NA,383070,Landscaping and Trees in Parks,There are five dead trees in by the sidewalk in front of the tea building that need to be removed.,completed,15th Street,"Hoboken, New Jersey",7030,1402076001,1,2,2,40.754595,-74.026086,1,26
NA,381090,Street Light or Lamp,The light goes on and off and has been for a few days now.,completed,301-349  9th Street,"Hoboken, New Jersey",7030,1401937705,2,1,1,40.748028,-74.03204,1,27
https://d17aqltn7cihbm.cloudfront.net/uploads/8bbc737680fc789a8df8c100f110acb6,380851,Abandoned Bike,"Suspect abandoned bike just off corner of 10th and Hudson, on Hudson opposite get to 1000 Hudson Street.  Been observed locked to same location over 2 weeks and now trash is being added to the mix.  See photo.",completed,64  10th Street,"Hoboken, New Jersey",7030,1401916348,3,1,1,40.748483,-74.026762,1,11
NA,376421,Benches - Parks,"In March I informed 311 that the rocks from the dog park are being kicked out onto the walkways in Elysian Park. 311 informed me they were talking to the contractor to fix it. Months later nothing has been done.

The parks department has swept the sidewalks but that is a very temporary solution. All this needs is some pressure treated 2x6's attached to the bottom of the fence.

I am submitting this under this category because this is the closest match and I cannot respond to my original request because the issue was closed.",completed,933  Hudson Street,"Hoboken, New Jersey",7030,1401645342,2,1,1,40.748353,-74.026032,1,28
NA,376419,Benches - Parks,"This does not fit your categories - 311 told me in three weeks they would be restoring the grass in Elysian park to its pre-construction condition.. This was 5 weeks ago.

The lawns are full of construction rubble, rock and weeds. the lawns needs to be fixed as promised.",completed,Frank Sinatra Drive,"Hoboken, New Jersey",7030,1401644779,2,1,1,40.748613,-74.025775,1,28
https://d17aqltn7cihbm.cloudfront.net/uploads/dd56bb19e99e11b4887efe52694dcc0d,372479,Street Light or Lamp,Please close up base of  light so wires are not exposed,completed,106  Hudson St,"Hoboken, New Jersey",7030,1401215454,2,1,1,40.737718,-74.030058,1,6
https://d17aqltn7cihbm.cloudfront.net/uploads/dd56bb19e99e11b4887efe52694dcc0d,372476,Street Light or Lamp,Please close up base of  light so wires are not exposed,completed,106  Hudson St,"Hoboken, New Jersey",7030,1401215450,1,1,1,40.737718,-74.030058,1,6
NA,371779,Landscaping and Trees in Parks,There has been a dead tree in front of our building for over 1 year. Can it please be removed?,completed,419  Adams Street,"Hoboken, New Jersey",7030,1401197511,2,1,1,40.743006,-74.035762,1,29
NA,357770,Street Cleaning,This is only a test. Please close out this request when you receive it.,completed,711-713  Washington St,"Hoboken, New Jersey",7030,1399524579,0,1,1,40.745251,-74.027926,1,30
