340,Union,ME
341,Midlothian,IL
342,Dayton,OH
343,South Padre Island,TX
344,Cary,NC
345,Virginia Beach,VA
346,Farmington,CT
347,Navarro,TX
348,De Pere,WI
349,Kerrville,TX
350,Levelland,TX
351,New Orleans,LA
352,Decker Prairie,TX
353,Hazen,AR
354,Georgetown,TX
355,Burleson,TX
356,San Clemente,CA
357,Dormont,PA
372,Cape Coral,FL
402,Cucamonga Valley Water District,CA
403,Summerside,PE
405,Champaign,IL
406,Palo Alto,CA
407,Hoboken,NJ
408,Oakdale,CA
411,Jacksonville,FL
414,Belmont,CA
417,Garland,TX
426,The Borough of Roselle,NJ
430,The Colony,TX
431,Pittsburgh,PA
432,New Bern,NC
433,Roseville,MI
436,Roanoke,VA
437,Tyngsboro,MA
438,Killeen,TX
439,Marathon,FL
440,Lake Park,NC
441,Trenton,MI
442,Brookland,AR
443,South Gate,CA
444,Citrus Heights,CA
446,Chino,CA
447,Napa,CA
448,Bellflower,CA
449,Mountain View,CA
450,Alameda,CA
451,Lynwood,CA
452,Perris,CA
453,Camarillo,CA
454,Monterey Park,CA
455,Santa Cruz,CA
456,National City,CA
457,San Rafael,CA
458,Brentwood,CA
459,Cathedral City,CA
460,Watsonville,CA
461,Placentia,CA
462,Cerritos,CA
463,El Centro,CA
464,Lompoc,CA
465,Rohnert Park,CA
466,Culver City,CA
467,Beaumont,CA
468,Monrovia,CA
469,Temple City,CA
470,Claremont,CA
471,West Hollywood,CA
472,Goleta,CA
473,Banning,CA
474,Walnut,CA
475,Atascadero,CA
476,Ridgecrest,CA
477,Imperial Beach,CA
478,Wasco,CA
479,Twentynine Palms,CA
480,Seal Beach,CA
481,Cudahy,CA
482,Galt,CA
483,Calabasas,CA
484,Barstow,CA
485,Port Hueneme,CA
486,Patterson,CA
487,Agoura Hills,CA
488,Dixon,CA
489,Lathrop,CA
490,Shafter,CA
491,La Palma,CA
492,Parlier,CA
493,Malibu,CA
494,Bonita,CA
495,Lindsay,CA
496,Scotts Valley,CA
497,Mendota,CA
498,Newman,CA
499,Shasta Lake,CA
500,Taft,CA
501,Orange Cove,CA
502,Waterford,CA
503,Westlake Village,CA
504,Gonzales,CA
505,Rio Vista,CA
506,Atherton,CA
507,Loomis,CA
508,Lakeport,CA
509,San Joaquin,CA
510,Sutter Creek,CA
511,Blue Lake,CA
512,West Linn,OR
513,Greensboro,NC
514,Tulsa,OK
515,Frisco,TX
516,Boston,MA
517,Cambridge,MA
518,Lowell,MA
519,Brockton,MA
520,Quincy,MA
521,Lynn,MA
522,Newton,MA
523,Somerville,MA
524,Lawrence,MA
525,Framingham,MA
527,Peabody,MA
528,Waltham,MA
529,Evanston 311,IL
530,Pensacola,FL
531,Phoenix,AZ
532,Mesa,AZ
533,Glendale,AZ
534,Scottsdale,AZ
535,Gilbert,AZ
536,Peoria,AZ
537,Surprise,AZ
538,Yuma,AZ
539,Avondale,AZ
540,Flagstaff,AZ
541,Goodyear,AZ
542,Lake Havasu City,AZ
543,Buckeye,AZ
544,Sierra Vista,AZ
545,Maricopa,AZ
546,Prescott,AZ
547,Bullhead City,AZ
548,Prescott Valley,AZ
549,Sun City,AZ
550,Apache Junction,AZ
551,Marana,AZ
552,El Mirage,AZ
553,Kingman,AZ
554,Queen Creek,AZ
555,Florence,AZ
556,San Luis,AZ
557,Sahuarita,AZ
558,Fountain Hills,AZ
559,Anthem,AZ
560,Green Valley,AZ
561,Nogales,AZ
562,Tallahassee,FL
563,Rio Rico,AZ
564,Douglas,AZ
565,Eloy,AZ
566,Payson,AZ
567,Fort Mohave,AZ
568,Somerton,AZ
569,Sun Lakes,AZ
570,Paradise Valley,AZ
571,Coolidge,AZ
572,Cottonwood,AZ
573,Camp Verde,AZ
574,Chino Valley,AZ
575,Show Low,AZ
576,Sedona,AZ
577,Seatac,WA
578,Oakland Park,FL
579,Valparaiso,IN
580,Palatine,IL
582,Alachua,FL
583,Lake Hamilton,FL
584,Aventura,FL
585,Belle Isle,FL
586,Belleair Beach,FL
587,Bonita Springs,FL
588,Brooksville,FL
589,Chattahoochee,FL
590,Eustis,FL
591,Frostproof,FL
592,Clearwater,FL
593,Fruitland Park,FL
594,Mulberry,FL
595,Naples,FL
596,Santa Ana,CA
597,Orange,CA
598,Covina,CA
599,Laguna Hills,CA
600,Windsor,CA
601,Turlock,CA
602,Pico Rivera,CA
603,Arcadia,CA
604,Santee,CA
605,Moorpark,CA
606,Los Altos,CA
607,Rocklin,CA
608,Accela Engage,CA
609,Saint Petersburg,FL
610,Bakersfield,CA
611,Fremont,CA
client_id,name,state
512,West Linn,OR
513,Greensboro,NC
514,Tulsa,OK
515,Frisco,TX
516,Boston,MA
517,Cambridge,MA
518,Lowell,MA
519,Brockton,MA
520,Quincy,MA
521,Lynn,MA
522,Newton,MA
523,Somerville,MA
524,Lawrence,MA
525,Framingham,MA
527,Peabody,MA
528,Waltham,MA
529,Evanston 311,IL
530,Pensacola,FL
531,Phoenix,AZ
532,Mesa,AZ
533,Glendale,AZ
534,Scottsdale,AZ
535,Gilbert,AZ
536,Peoria,AZ
537,Surprise,AZ
538,Yuma,AZ
539,Avondale,AZ
540,Flagstaff,AZ
541,Goodyear,AZ
542,Lake Havasu City,AZ
543,Buckeye,AZ
544,Sierra Vista,AZ
545,Maricopa,AZ
546,Prescott,AZ
547,Bullhead City,AZ
548,Prescott Valley,AZ
549,Sun City,AZ
550,Apache Junction,AZ
551,Marana,AZ
552,El Mirage,AZ
553,Kingman,AZ
554,Queen Creek,AZ
555,Florence,AZ
556,San Luis,AZ
557,Sahuarita,AZ
558,Fountain Hills,AZ
559,Anthem,AZ
560,Green Valley,AZ
561,Nogales,AZ
562,Tallahassee,FL
563,Rio Rico,AZ
564,Douglas,AZ
565,Eloy,AZ
566,Payson,AZ
567,Fort Mohave,AZ
568,Somerton,AZ
569,Sun Lakes,AZ
570,Paradise Valley,AZ
571,Coolidge,AZ
572,Cottonwood,AZ
573,Camp Verde,AZ
574,Chino Valley,AZ
575,Show Low,AZ
576,Sedona,AZ
577,Seatac,WA
578,Oakland Park,FL
579,Valparaiso,IN
580,Palatine,IL
582,Alachua,FL
583,Lake Hamilton,FL
584,Aventura,FL
585,Belle Isle,FL
586,Belleair Beach,FL
587,Bonita Springs,FL
588,Brooksville,FL
589,Chattahoochee,FL
590,Eustis,FL
591,Frostproof,FL
592,Clearwater,FL
593,Fruitland Park,FL
594,Mulberry,FL
595,Naples,FL
596,Santa Ana,CA
597,Orange,CA
598,Covina,CA
599,Laguna Hills,CA
600,Windsor,CA
601,Turlock,CA
602,Pico Rivera,CA
603,Arcadia,CA
604,Santee,CA
605,Moorpark,CA
606,Los Altos,CA
607,Rocklin,CA
608,Accela Engage,CA
609,Saint Petersburg,FL
610,Bakersfield,CA
611,Fremont,CA
612,Oxnard,CA
613,Palmdale,CA
614,Fullerton,CA
615,City of Santa Clara,CA
616,Vallejo,CA
617,Victorville,CA
618,Downey,CA
619,Starke,FL
620,Titusville,FL
621,Laurel Hill,FL
622,Delray Beach,FL
623,Cocoa,FL
624,Cooper City,FL
625,Crestview,FL
626,Daytona Beach Shores,FL
627,Debary,FL
628,Deltona,FL
629,Freeport,FL
630,Haverhill,FL
631,Highland Beach,FL
633,Inverness,FL
634,Islamorada,FL
635,Juno Beach,FL
636,Kenneth City,FL
637,Lake Butler,FL
638,Lake City,FL
640,West Covina,CA
641,Norwalk,CA
642,Richmond,CA
643,Antioch,CA
644,Temecula,CA
645,Santa Maria,CA
646,San Mateo,CA
647,Compton,CA
648,Vacaville,CA
649,Carson,CA
650,Hesperia,CA
652,Westminster,CA
653,Santa Barbara,CA
654,Chico,CA
655,Whittier,CA
656,Balboa Island,CA
657,Hawthorne,CA
658,San Marcos,CA
659,Alhambra,CA
660,Buena Park,CA
661,Lakewood,CA
662,Hemet,CA
663,Tustin,CA
664,Chino Hills,CA
665,Upland,CA
666,Pleasanton,CA
667,Union City,CA
668,Milpitas,CA
669,Davis,CA
670,Yorba Linda,CA
671,Walnut Creek,CA
672,South San Francisco,CA
673,Montebello,CA
674,Lodi,CA
675,Madera,CA
676,Tulare,CA
678,Huntington Park,CA
680,Porterville,CA
681,Paramount,CA
682,Access Greenwich,CT
683,Lake Park,FL
684,Largo,FL
685,Live Oak,FL
686,Madison,FL
688,Niceville,FL
689,Ocoee,FL
690,Opa Locka,FL
691,Pahokee,FL
692,Palatka,FL
693,Palm Beach Gardens,FL
694,Palm Coast,FL
696,Pinellas Park,FL
697,Polk City,FL
698,Punta Gorda,FL
699,Seminole,FL
700,South Daytona,FL
701,Zolfo Springs,FL
702,West Park,FL
703,Highland,CA
704,Delano,CA
705,Colton,CA
706,Novato,CA
707,Yucaipa,CA
708,Glendora,CA
709,La Mirada,CA
710,Palm Desert,CA
711,Rancho Santa Margarita,CA
712,Cypress,CA
713,Azusa,CA
714,Dublin,CA
715,San Luis Obispo,CA
716,Palm Springs,CA
717,San Jacinto,CA
718,Lincoln,CA
719,Danville,CA
720,West Melbourne,FL
721,Rancho Palos Verdes,CA
722,San Bruno,CA
723,Coachella,CA
724,La Puente,CA
725,San Gabriel,CA
726,Virginia Gardens,FL
727,Campbell,CA
728,Brea,CA
729,Calexico,CA
730,Stanton,CA
731,Morgan Hill,CA
732,La Quinta,CA
733,Pacifica,CA
734,Montclair,CA
735,Los Banos,CA
736,Martinez,CA
737,Bell,CA
738,Hollister,CA
739,San Dimas,CA
740,Saint Leo,FL
741,Dana Point,CA
742,Seaside,CA
743,Lawndale,CA
744,Wildomar,CA
745,Adelanto,CA
746,La Verne,CA
747,Foster City,CA
748,Saratoga,CA
749,Paso Robles,CA
750,Santa Paula,CA
751,San Carlos,CA
752,Atwater,CA
753,East Palo Alto,CA
754,Suisun City,CA
755,Monterey,CA
756,Maywood,CA
757,Eureka,CA
758,Norco,CA
759,Benicia,CA
760,Town of Paradise,CA
761,Desert Hot Springs,CA
762,Soledad,CA
763,Brawley,CA
764,Corcoran,CA
765,Lemoore,CA
767,Reedley,CA
768,Hercules,CA
769,Lafayette,CA
770,San Fernando,CA
771,El Cerrito,CA
772,Loma Linda,CA
773,Selma,CA
774,Riverbank,CA
775,Millbrae,CA
776,Dinuba,CA
777,South Lake Tahoe,CA
778,Duarte,CA
779,Lomita,CA
780,South El Monte,CA
781,Derry,NH
782,Folsom,CA
783,Bell Gardens,CA
784,Round Rock,TX
785,San Juan Capistrano,CA
786,New York Mills,NY
787,Petaluma,CA
788,Archer,FL
790,Aurora,CO
792,Burbank,CA
793,Carmel by the Sea,CA
794,Oswego,IL
795,Concord,CA
796,Diamond Bar,CA
797,Fountain Valley,CA
798,Sunrise,FL
799,Greenville,NC
800,Olathe,KS
802,Aurora,Ontario
803,Medicine Hat,Alberta
804,Saint Cloud,FL
805,Orange City,FL
806,City of Fresno,CA
807,Garden Grove,CA
808,Hayward,CA
809,Huntington Beach,CA
810,La Habra,CA
811,Livermore,CA
812,Santa Rosa,CA
813,Olympia,WA
814,Commerce,CA
815,Irvine,CA
816,Essex,CT
817,West Sacramento,CA
818,Riverside,CA
819,Asheville,NC
820,Acampo,CA
821,Ontario,CA
822,Kobenhavn,DE
824,Chehalis,WA
825,Newburgh,NY
827,Revere,MA
828,Pflugerville,TX
829,Carver,MN
830,Tokyo,NY
831,Akiak,AK
832,Williston,VT
833,Miami Gardens,FL
834,Marion,IA
835,Thornton,CO
836,Fort Worth,TX
837,Monroe,NC
838,Otay Water District,CA
840,Bartlett,IL
841,Denton,TX
842,Keller,TX
843,"Town of Garner, NC",NC
844,Lake George,NY
845,Everett,WA
846,Petoskey,MI
847,Blackstone,MA
848,New Brighton,MN
849,Cottonwood Heights,UT
850,Emporia,KS
851,Englewood,CO
852,Denville,NJ
853,Chesapeake,VA
854,Alturas,CA
855,American Canyon,CA
856,Anaheim,CA
857,Anderson,CA
858,Apple Valley,CA
859,Arcata,CA
860,Arroyo Grande,CA
861,Arvin,CA
862,Baldwin Park,CA
863,Youngstown,OH
864,Berkeley,CA
865,Beverly Hills,CA
866,Blythe,CA
868,Canyon Lake,CA
869,Ceres,CA
870,Clayton,CA
871,Clearlake,CA
872,Coalinga,CA
873,Corona,CA
874,Coronado,CA
875,Cupertino,CA
876,El Monte,CA
877,Escondido,CA
878,Kinston,NC
879,Yankton,SD
880,Renton,WA
881,El Segundo,CA
882,Fairfield,CA
883,Escalon,CA
884,Toledo,OH
885,Del Mar,CA
886,El Cajon,CA
887,Visalia,CA
888,Menifee,CA
889,Mission Viejo,CA
890,Thousand Oaks,CA
891,Modesto,CA
892,Ware,MA
893,Redondo Beach,CA
894,Roseville,CA
895,Miami,FL
896,Santa Fe Springs,CA
897,Stockton,CA
898,Baltimore,MD
899,Newark,NJ
900,Roseville,MN
902,Detroit,MI
903,Brookings,SD
904,Pittsfield,MA
905,Marysville,CA
906,Leesburg,VA
907,Pearland,TX
908,Hollywood,FL
909,Jacksonville Beach,FL
910,Adak,AK
911,Portland,ME
912,Lewiston,ME
913,Fairfield,TX
914,Conroe,TX
915,Stafford,VA
916,Hughson,CA
917,Danville,VA
918,Schertz,TX
919,Florissant,MO
920,Longmont,CO
921,Portland,OR
922,Oklahoma City,OK
923,Colorado Springs,CO
924,Cleveland,OH
925,Wichita,KS
926,Cincinnati,OH
927,Norfolk,VA
928,Reno,NV
929,North Las Vegas,NV
930,Arlington,VA
931,Boise,ID
932,Des Moines,IA
933,Akron,OH
934,Tacoma,WA
935,Salt Lake County,UT
936,Worcester,MA
937,Newport News,VA
939,Eugene,OR
940,Sioux Falls,SD
941,Salinas,CA
942,Kansas City,KS
943,Lakewood,CO
944,Sunnyvale,CA
945,Alexandria,VA
946,Hampton,VA
947,New Haven,CT
948,West Valley City,UT
949,Topeka,KS
950,Cedar Rapids,NE
951,Cedar Rapids,IA
952,City of Hartford,CT
953,Stamford,CT
954,Bellevue,WA
955,Provo,UT
956,Norman,OK
957,Manchester,NH
958,Rochester,MN
959,Pueblo,CO
960,Westminster,CO
961,Gresham,OR
962,Fargo,ND
963,Billings,MT
964,Erie,PA
965,Centennial,CO
966,Ambler,AK
967,Old Bridge,NJ
968,San Marcos,TX
969,Redding,CA
970,Laguna Beach,CA
971,Dime Box,TX
972,Algona,WA
973,Myrtle Point,OR
974,Jackson,MS
975,Gulfport,MS
976,Southaven,MS
977,Denver,CO
978,Fort Collins,CO
979,Memphis,TN
980,Nashville,TN
981,Knoxville,TN
982,Hattiesburg,MS
983,Santa Monica,CA
984,Biloxi,MS
985,San Francisco,CA
986,Jersey City,NJ
987,Elizabeth,NJ
988,Edison,NJ
989,Woodbridge,NJ
990,Baton Rouge,LA
991,Warren,MI
992,Sanford,FL
993,East Peoria,IL
994,Camden,NJ
995,Longmeadow,MA
996,Moore,OK
997,Park City,UT
998,El Dorado,KS
999,Lowell,AR
1000,Lumberton,NC
1001,Sugar Land,TX
1003,Nacogdoches,TX
1004,Greer,SC
1005,Rochester,NY
1006,Gypsum,CO
1007,Moreno Valley,CA
1008,Lake Forest,CA
1009,Oakley,CA
1010,Menlo Park,CA
1011,El Paso,TX
1012,Charlotte,NC
1013,Altamonte Springs,FL
1014,San Jose,CA
1016,Leander,TX
1018,Lake In the Hills,IL
1019,La Crosse,WI
1020,Bethlehem,NJ
1021,Kokomo,IN
1022,Alafaya,FL
1023,Yonkers,NY
1024,Chicago,IL
1025,Atka,AK
1027,Alford,FL
1028,Aurora,IL
1029,Des Plaines,IL
1030,Maplewood,NJ
1031,Bristol,UK
1032,Drexel University,PA
1033,Jamesville,NC
1034,Jacksonville,NC
1035,Tampa,FL
1036,Bossier City,LA
1037,Tepper School of Business,PA
1038,Carnegie Mellon University,PA
1039,Saint Cloud,MN
1041,South Bend,IN
1042,Romeoville,IL
1043,McKinney,TX
1044,Hazlet,NJ
1045,East Cambridge,MA
1046,Abingdon,VA
1047,Trenton,NJ
1048,Costa Mesa Sanitary District,CA
1049,Normal,IL
1050,Gainesville,FL
1051,Terre Haute,IN
1052,Columbus,OH
1053,Decatur,AL
1054,Aniak,AK
1055,Destin,FL
1056,Mahwah,NJ
1057,Grand Rapids,MI
1058,Las Cruces,NM
1059,Silver Spring,MD
1060,Bristol,PA
1062,Milwaukee,WI
1063,Sandy Springs,GA
1064,Neverland Names,AK
1065,Brentwood,MD
1066,Reynoldsburg,OH
1067,Atlantic City,NJ
1068,McAllen,TX
1069,Kent City,MI
1071,Spring Grove,MN
1072,Garden City,KS
1074,Rome,GA
1075,Manhattan Beach,CA
1076,Fanwood,NJ
1077,Auke Bay,AK
1078,McHenry,IL
1079,Acton,MA
1080,Pinecrest,FL
1081,Mustang,OK
1082,Nicoma Park,OK
1083,Grand Rapids,MN
1084,Fort Lauderdale,FL
1085,City of Vancouver,
1086,Sarasota,FL
1087,Baytown,TX
1088,Buffalo,NY
1093,São Paulo,SP
1094,Decatur,GA
1095,Wendell,NC
1096,Tybee Island,GA
1097,Ocala,FL
1098,Eastvale,CA
1099,Belleair,FL
1100,Charlottesville,VA
1101,Madison,WI
1102,Sonoma County,CA
1103,Oregon City,OR
1104,Dallas,OR
1105,Alice,TX
1106,Clinton,NC
1107,Rockport,TX
1108,Cherry Hill,NJ
1109,Galveston,TX
1110,Kingston,NY
1111,Cedar Hill,TX
1112,Wilmington,DE
1113,Southfield,MI
1114,Rochester Hills,MI
1115,Kansas City,MO
1116,Columbus,IN
1117,Coral Springs,FL
1118,Davie,FL
1119,Miami Beach,FL
1120,Saint Louis,MO
1121,Hazleton,PA
1122,Independence,MO
1123,Lexington,KY
1124,Atlanta,GA
1125,Orlando,FL
1126,Miramar,FL
1127,Chapel Hill,NC
1128,Chattanooga,TN
1129,Brownsville,TX
1130,Laredo,TX
1131,Bridgeport,CT
1132,Dubuque,IA
1133,Chicopee,MA
1134,Holyoke,MA
1135,New Bedford,MA
1136,Lansing,MI
1137,Westland,MI
1138,Montgomery,AL
1139,Rio Rancho,NM
1140,North Miami,FL
1141,Hempstead,NY
1142,Jamestown,NY
1143,Mount Vernon,NY
1144,Pembroke Pines,FL
1145,Fairburn,GA
1146,Tempe,AZ
1147,Addison,IL
1148,North Little Rock,AR
1149,Bloomington,IL
1150,Lima,OH
1151,Hanover Park,IL
1152,Warrensville Heights,OH
1153,Lake Barrington,IL
1154,Easton,PA
1155,Westlake,OH
1156,Loves Park,IL
1157,Lisle,IL
1158,North Chicago,IL
1159,Beaverton,OR
1160,Waukegan,IL
1161,Wheeling,IL
1162,Hillsboro,OR
1163,Chester,PA
1164,Pelham,NY
1165,Birmingham,AL
1166,Minneapolis,MN
1167,Richmond,VA
1168,San Antonio,TX
1169,Russellville,AR
1170,Austin,TX
1171,Houston,TX
1172,Indianapolis,IN
1173,Louisville,KY
1174,Spartanburg,SC
1175,New Albany,OH
1176,Redford,MI
1177,Stuart,FL
1178,Chelmsford,MA
1179,Coeur DAlene,ID
1180,Flint,MI
1181,Port Angeles,WA
1182,Pullman,WA
1183,Pasco,WA
1184,Ardmore,PA
1185,Lahaina,HI
1186,The City of Pleasantville,NJ
1187,Asbury Park,NJ
1188,Arlington,TX
1189,Mesquite,TX
1190,Schaumburg,IL
1191,PennApps,AK
1192,Devon,AB
1193,Overland Park,KS
1194,East Hampton,CT
1195,Sioux City,IA
1196,Long Branch,NJ
1197,New London,CT
1198,Ferndale,MI
1199,Venice,FL
1200,Akron,NY
1201,Edmond,OK
1202,Carteret,NJ
1203,Ithaca,NY
1204,Hallandale Beach,FL
1205,Siena,NY
1206,Glenwood,NY
1207,Dexter,NY
1208,Laurel,MD
1209,San Luis Obispo County,CA
1210,Muscatine,IA
1211,Kalamazoo,MI
1212,Coralville,IA
1213,Dorset,MN
1214,Sherwood,OR
1215,El Dorado County,CA
1216,Bryn Mawr,PA
1217,Fort Smith,AR
1221,NYC 311+,NY
1222,McHenry County,IL
1223,Wisconsin Rapids,WI
1224,Anderson,AK
1225,Anoka,MN
1226,Chester,PA
1227,Woodstock,IL
1228,Knowles,OK
1229,Fishers,IN
1230,Morristown,NJ
1231,Kenosha,WI
1232,Omaha,NE
1233,Saint Paul,MN
1234,Great Barrington,MA
1235,Taos,NM
1236,Red Bank,NJ
1237,Mill Valley,CA
1238,Gig Harbor,WA
1239,Butler,PA
1240,Marfa,TX
1241,Bolivar,TN
1242,Boulder,CO
1243,Fernandina Beach,FL
1244,Achille,OK
1245,Medford,NJ
1246,Montclair,NJ
1247,Tredyffrin,PA
1248,Markham,ON
1249,Nottingham,UK
1250,Peekskill,NY
1251,Oswego,NY
1252,York County,SC
1253,Saratoga Springs,NY
1254,Danbury,CT
1255,New Britain,CT
1256,Warwick,RI
1257,Bristol,CT
1258,Meriden,CT
1259,Nobleton,FL
1260,Douglas,WY
1261,Boynton Beach,FL
1262,Cherokee County,GA
1263,Smyrna,TN
1264,Shasta County,CA
1265,Jessup,MD
1266,Butte,MT
1267,East Lansing,MI
1268,Honolulu,HI
1269,State College,PA
1270,Butte Larose,LA
1271,Marion,IL
1272,Adams County,OH
1273,Ephraim,UT
1274,Sevierville,TN
1275,Westfield,IL
1276,Westfield,IN
1277,Montrose,CO
1278,San Leandro,CA
1279,Ankeny,IA
1280,Medicine Lodge,KS
1282,Deerfield Beach,FL
1284,Windsor Locks,CT
1285,Littleton,CO
1290,Melbourne,FL
1291,Midwest City,OK
1293,Healdsburg,CA
1294,RM of East St. Paul,MB
1295,Loudoun County,VA
1296,Ridgway,CO
1297,Norcross,GA
1298,Griffin,GA
1299,Ann Arbor,MI
1300,Avon,CT
1302,Sherwood,AR
1303,Saint Agatha,ME
1304,Peoria County,IL
1305,Adams,NY
1306,Owensboro,KY
1307,Port Jervis,NY
1308,Dothan,AL
1309,Oro Valley,AZ
1310,St. Louis Park,MN
1311,Stockbridge,GA
1312,Fort Lee,NJ
1313,Shawnee,KS
1314,Washington,IL
1315,Hurst,TX
1316,Kissimmee,FL
1317,Monte Sereno,CA
1318,Mine Hill,NJ
1319,Harlingen,TX
1320,Winter Springs,FL
1321,Morris County,NJ
1322,Riverdale,GA
1323,New Castle,NY
1324,Colleyville,TX
1325,Reading,PA
1326,North Richland Hills,TX
1327,Redlands,CA
1328,City of Long Beach,NY
1329,Denison,TX
1330,Highland Park,IL
1331,Gastonia,NC
1332,Point Venture,TX
1333,Cleveland Heights,OH
1334,Burlington,NC
1335,Grande Prairie,AB
1336,Monterey County,CA
1337,Charleston,SC
1338,Brown Deer,WI
1339,Lake Orion,MI
1341,Sparta,NJ
1342,Westchester,IL
1343,Hiram,GA
1344,Newington,CT
1345,Huntsville,AL
1346,Paterson,NJ
1347,Troutdale,OR
1348,Orem,UT
1349,Port Saint Lucie,FL
1350,Steubenville,OH
1353,Grand Forks,ND
1354,Pekin,IL
1355,Lubbock,TX
1356,Afton,NY
1357,Manatee County,FL
1358,Florida League of Cities,FL
1359,Florida State,FL
1360,Binghamton,NY
1361,Brunswick,GA
1362,Hampton,GA
1363,Staunton,VA
1364,Davenport,IA
1365,Arcadia,FL
1366,Milwaukie,OR
1367,La Mesa,CA
1368,Maitland,FL
1369,Ridgefield,NJ
1370,Breesport,NY
1371,Circle,AK
1372,Staten Island,NY
1373,Ormond Beach,FL
1374,Edwardsville,IL
1375,Forney,TX
1377,Allen,TX
1378,Roanoke,TX
1379,Abdul Latif Jameel,Makkah Province
1380,Clayton,MO
1381,South Miami,FL
1382,Grand Chute,WI
1383,Orland Park,IL
1385,Tiffin,OH
1386,Bettsville,OH
1387,Huber Heights,OH
1388,Bay City,TX
1389,Carson City,NV
1390,Lake Alfred,FL
1391,Lees Summit,MO
1392,Garden City,NY
1393,Flagler Beach,FL
1394,West Palm Beach,FL
1395,Cutler Bay,FL
1396,Hastings On Hudson,NY
1397,Harrisburg,PA
1398,Bridgeville,DE
1399,Saline,MI
1400,Parkville,MO
1401,Montgomery,PA
1402,Braintree,MA
1403,Hyattsville,MD
1404,Sartell,MN
1405,Mount Prospect,IL
1406,Elk Grove Village,IL
1407,Houma,LA
1408,Cleveland,TN
1409,Abernathy,TX
1410,Homestead,FL
1411,Milton,GA
1412,Emeryville,CA
1413,Winter Park,FL
1414,Parkland,FL
1415,Dania Beach,FL
1416,Lazy Lake,FL
1417,Raytown,MO
1418,Shaker Heights,OH
1419,Indian Creek Village,FL
1420,Oldsmar,FL
1421,Warrensburg,MO
1422,Westerville,OH
1423,Danville,IL
